충전소위치상세,설치시도명,위도,경도
연천군청 내부 주차장,경기도,38.0965115,127.07526
보건의료원 내부 주차장,경기도,38.02353445,127.0609628
전곡읍사무소 내부 주차장,경기도,38.02801239,127.0637091
연천공설운동장 메인 주차장,경기도,38.10712491,127.079745
고대산 주차장,경기도,38.2129309,127.1468178
서울특별시 노원구 노원로 3 우토파크프라자,서울특별시,37.622001,127.086575
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38286102,127.1260475
주차장,경기도,37.41482258,127.1185598
주차장,경기도,37.41482258,127.1185598
천안휴게소(서울방향),충청남도,36.78707185,127.1737634
청수공원 주차장,충청남도,36.787787,127.1495476
한국기술교육대학교(제1캠퍼스),충청남도,36.76510631,127.2811989
외부주차장,서울특별시,37.65436821,127.0491293
외부주차장,서울특별시,37.6471291,127.037189
정문출입구 30M 전방 중앙지하주차장 B1층 왼쪽 A16 기둥뒤,경기도,37.35448008,127.1063154
정문출입구 30M 전방 중앙지하주차장 B1층 왼쪽 A16 기둥뒤,경기도,37.35448008,127.1063154
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.38437235,127.1282768
주차장,경기도,37.4268685,127.2547061
주차장,경기도,37.4268685,127.2547061
3층 옥외주차장,경기도,37.42928766,127.2550692
3층 옥외주차장,경기도,37.429295,127.2550692
주차장,경기도,37.405858,127.259935
2층 주차장,경기도,37.8477493,127.1604632
주차장,경기도,37.30481922,127.331184
주차장,경기도,37.435524,127.2291014
주차장,경기도,37.435524,127.2291014
입구주차장,경기도,37.42953066,127.2342211
입구주차장,경기도,37.42953066,127.2342211
1층 주차장,경기도,37.39026056,127.0902041
주차장,경기도,37.41204957,127.1302352
주차장,경기도,37.37024863,127.1433264
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
주차장,경기도,37.35873547,127.1074863
B4F 전기실 앞 C01 기둥옆,경기도,37.36802863,127.1055217
B4F 전기실 앞 C01 기둥옆,경기도,37.36802863,127.1055217
B4F 전기실 앞 C01 기둥옆,경기도,37.36802863,127.1055217
정문출입구 30M 전방 중앙지하주차장 B1층 왼쪽 A16 기둥뒤,경기도,37.35448008,127.1063154
지하주차장 1층 G1(산 42),경기도,37.4597345,127.1272977
용산면사무소 공용주차장,충청북도,36.25969913,127.8295002
황간면사무소 공용주차장,충청북도,36.228423,127.9104413
난계국악박물관 주차장,충청북도,36.210174,127.704905
학산면사무소 공용주차장,충청북도,36.09940677,127.684801
과일나라테마공원 주차장,충청북도,36.160738,127.792214
영동군보건소주차장,충청북도,36.168633,127.775982
영동체육관주차장,충청북도,36.165032,127.782867
"경기도 안성시 서운면 평택제천고속도로 41, 제2소형주차장 여성전용주차장 옆",경기도,36.96990527,127.2747498
경기도 안성시 시청길 25,경기도,37.008365,127.2792114
"경기도 안성시 서운면 평택제천고속도로 41, 제2소형주차장 여성전용주차장 옆",경기도,36.96990527,127.2747498
경기도 안성시 원곡면 경부고속도로 365,경기도,37.01358157,127.1447168
경기도 안성시 원곡면 경부고속도로 372,경기도,37.076772,127.132498
경기도 안성시 공도읍 공도로 51-11,경기도,36.99972018,127.1661079
안성시 공도읍 공도4로 8 공도읍사무소 지하주차장,경기도,37.0010464,127.1726362
경기도 안성시 서운면 서운중앙길 23 서운면사무소,경기도,36.94330695,127.2595529
안성시 서운면 오촌길 97-31,경기도,36.9595152,127.2818585
주차장,경기도,37.476715,127.187448
주차장,경기도,37.476715,127.187448
주차장,경기도,,127.262491
주차장,경기도,37.448222,127.262453
주차장,경기도,37.44221192,127.2979606
주차장,경기도,37.44221192,127.2979606
경기지역본부 구내 식당 1층(건물 뒷편),경기도,37.34137179,127.1103821
주차장,경기도,37.34211618,127.1082796
주차장,경기도,37.35163573,127.1070879
지하5층 EPS앞,경기도,37.41218335,127.1298514
지하5층 EPS앞,경기도,37.41218335,127.1298514
지하5층 EPS앞,경기도,37.41218335,127.1298514
지하1층,경기도,37.38078701,127.1171422
주차장,경기도,37.40723853,127.1538966
주차장,경기도,37.41083347,127.1379412
주차장,경기도,37.40942532,127.1273752
주차장,경기도,37.39058287,127.0778912
1층 주차장,경기도,37.39026056,127.0902041
지하2층,경기도,37.37540539,127.1103778
지하2층,경기도,37.37540539,127.1103778
지하2층,경기도,37.37540539,127.1103778
지하3층 전기실 앞 기둥 D37~40번,경기도,37.37540539,127.1103778
지하3층 전기실 앞 기둥 D37~40번,경기도,37.37540539,127.1103778
지하3층 전기실 앞 기둥 D37~40번,경기도,37.37540539,127.1103778
지하3층 전기실 앞 기둥 D37~40번,경기도,37.37540539,127.1103778
지하3층 전기실 앞 기둥 D37~40번,경기도,37.37540539,127.1103778
경기지역본부 구내 식당 1층(건물 뒷편),경기도,37.34137179,127.1103821
경기지역본부 구내 식당 1층(건물 뒷편),경기도,37.34137179,127.1103821
충청남도 예산군 대술면 대술로 700,충청남도,36.69851408,126.9172578
"충청남도 태안군 안면읍 장터로 149 , 주차장 오른쪽(승언리 1013-4)",충청남도,36.52067297,126.3444925
충청남도 태안군 남면 달산리 1179,충청남도,36.67210773,126.2985496
충청남도 태안군 태안읍 동백로 251,충청남도,36.75084477,126.2984158
충청남도 태안군 근흥면 근흥로 724 지상주차장(용신리 453-2),충청남도,36.71364773,126.2280362
충청남도 태안군 원북면 상리길 11 지상주차장(반계리 174-1),충청남도,36.82347686,126.2569145
영동읍사무소 주차장,충청북도,36.17118445,127.7759854
경부고속도로 황간휴게소(하행),충청북도,36.2487068,127.8527183
경부고속도로 황간휴게소(상행),충청북도,36.25035421,127.8543144
영동군청 공용주차장,충청북도,36.174958,127.7832515
충청남도 예산군 삽교읍 신가꽃산서길 115,충청남도,36.68562084,126.7396821
충청남도 예산군 대술면 대술로 700,충청남도,36.69851408,126.9172578
충청남도 금산군 부리면 현내1길 37 부리면주민자치센터,충청남도,36.06113757,127.5553725
"충청남도 금산군 제원면 제원리 153-10 제원면사무소, 제원면보건지소",충청남도,36.11270086,127.546006
충청남도 금산군 진산면 읍내로 69 진산면행정복지센터,충청남도,36.14431691,127.370225
충청남도 금산군 추부면 서대산로 93 추부면사무소,충청남도,36.19506496,127.4763677
충청남도 금산군 금산읍 군청길 13,충청남도,36.10888851,127.4880058
충청남도 금산군 추부면 대학로 201 산학협력관 주차장,충청남도,36.19190838,127.451885
충청남도 금산군 추부면 대학로 201 산학협력관 주차장,충청남도,36.19190838,127.451885
충청남도 금산군 추부면 대학로 201 산학협력관 주차장,충청남도,36.19190838,127.451885
충청남도 금산군 추부면 대학로 201 산학협력관 주차장,충청남도,36.19190838,127.451885
충청남도 금산군 추부면 대학로 201 산학협력관 주차장,충청남도,36.19190838,127.451885
충청남도 금산군 금산읍 무금로 2413 지상주차장,충청남도,36.10542594,127.4989789
충청남도 금산군 금산읍 무금로 2413 지상주차장,충청남도,36.10542594,127.4989789
충청남도 금산군 군북면 어필각로 69,충청남도,36.1349083,127.4975968
충청남도 금산군 군북면 어필각로 69,충청남도,36.1349083,127.4975968
충청남도 금산군 복수면 다복로 3 (곡남리 456-7),충청남도,36.16291331,127.3985681
충청남도 금산군 복수면 다복로 3 (곡남리 456-7),충청남도,36.16291331,127.3985681
충청남도 금산군 진산면 대둔산로 6 (묵산리 산87-13),충청남도,36.12303243,127.3441498
충청남도 금산군 진산면 대둔산로 6 (묵산리 산87-13),충청남도,36.12303243,127.3441498
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
충청남도 금산군 제원면 금강로 1 복지관(명암리 433),충청남도,36.11704286,127.5270915
주차장,경기도,37.3827711,127.1189203
( B1 좌측 끝 위치 ),경기도,37.35921975,127.124509
내부,경기도,37.36768907,127.1281942
(B2  2-23 기둥),경기도,37.37694545,127.1399836
내부,경기도,37.3996032,127.1142441
지하 2층 E01번,경기도,37.39541952,127.1135557
율동자연공원 B주차장(서현로방면) 출입구 왼쪽(분당동 112),경기도,37.37345052,127.148002
내부,경기도,37.3387658,127.1066769
내부,경기도,37.39765938,127.1294152
내부,경기도,37.40295613,127.1305583
B3 진입 후 우측 위치,경기도,37.41206876,127.1291734
내부,경기도,37.39827944,127.1292717
내부,경기도,37.41165862,127.1317843
내부,경기도,37.36530399,127.1054501
내부,경기도,37.40974325,127.1197355
내부,경기도,37.40374377,127.1030463
"( 지하1층, 2층  A-09 )(분당구 삼평동)",경기도,37.40462072,127.1058124
"( 지하1층, 2층  A-09 )(분당구 삼평동)",경기도,37.40462072,127.1058124
( B1 진입 후 우측 ),경기도,37.40396781,127.1347209
내부,경기도,37.39362374,127.1107478
내부,경기도,37.39362374,127.1107478
내부,경기도,37.39362374,127.1107478
B3 출구쪽 A424기둥,경기도,37.37749194,127.1144048
내부,경기도,37.38607182,127.1206237
내부,경기도,37.38607182,127.1206237
내부,경기도,37.44734677,127.1405577
내부,경기도,37.44243967,127.1194215
주차장,경기도,37.45708723,127.1665174
주차장,경기도,37.45212104,127.1689249
주차장,경기도,37.43039711,127.1372991
주차장,경기도,37.43039711,127.1372991
주차장,경기도,37.43039711,127.1372991
주차장,경기도,37.43890884,127.1583232
주차장,경기도,37.34137179,127.1103821
주차장,경기도,37.34137179,127.1103821
주차장,경기도,37.40685926,127.1012298
(주차관리실 옆),경기도,37.3667955,127.1279624
주차장,경기도,37.39495922,127.1124855
성남 우림 라이온스밸리 3F 04(주차장),경기도,37.43671958,127.1698575
성남 우림 라이온스밸리 3F 04(주차장),경기도,37.43671958,127.1698575
성남 우림 라이온스밸리 3F 04(주차장),경기도,37.43671958,127.1698575
성남 우림 라이온스밸리 3F 04(주차장),경기도,37.43671958,127.1698575
성남 우림 라이온스밸리 3F 04(주차장),경기도,37.43671958,127.1698575
성남 우림 라이온스밸리 3F 04(주차장),경기도,37.43671958,127.1698575
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
지상3층주차장,경기도,37.4351355,127.1760821
주차장,경기도,37.43842307,127.1780378
주차장,경기도,37.43842307,127.1780378
공학관/대학본부/새천년관,경기도,37.32807999,127.4014405
공학관/대학본부/새천년관,경기도,37.32807999,127.4014405
공학관/대학본부/새천년관,경기도,37.32807999,127.4014405
주차장,경기도,37.38040843,127.4244007
주차장,경기도,37.476419,127.183614
주차장,경기도,37.476419,127.183614
주차장,경기도,37.476481,127.188704
주차장,경기도,37.476481,127.188704
주차장,경기도,37.476715,127.187448
주차장,경기도,37.476715,127.187448
지하2층 기둥 B2-06(상대원동 311-3),경기도,37.4338503,127.1701674
지하2층 기둥 B2-06(상대원동 311-3),경기도,37.4338503,127.1701674
지하2층 기둥 B2-06(상대원동 311-3),경기도,37.4338503,127.1701674
주차장,경기도,37.43967396,127.1654437
SKn테크노파크_1,경기도,37.44050694,127.1775591
SKn테크노파크_1,경기도,37.44050694,127.1775591
SKn테크노파크_2,경기도,37.44050694,127.1775591
SKn테크노파크_2,경기도,37.44050694,127.1775591
SKn테크노파크_2,경기도,37.44050694,127.1775591
주차장,경기도,37.44161503,127.1764589
주차장,경기도,37.44161503,127.1764589
주차장,경기도,37.44161503,127.1764589
금강하이테크밸리2차 B01(주차장),경기도,37.44279585,127.177334
지하1층 장애인주차장 옆 주차면(상대원동 307-2 선택시티 2),경기도,37.43486159,127.1711731
지하1층 장애인주차장 옆 주차면(상대원동 307-2 선택시티 2),경기도,37.43486159,127.1711731
실외 우측주차장,경기도,37.3827711,127.1189203
주차장,경기도,37.44048403,127.1735679
주차장,경기도,37.44048403,127.1735679
2층 EPS실 옆,경기도,37.44121992,127.1731221
주차장,경기도,37.419966,127.285521
충청북도 청주시 상당구 미원면 수목원길 51,충청북도,36.62743313,127.668856
충청북도 청주시 흥덕구 주현로41번길 18 주차장,충청북도,36.64470163,127.4578482
충청북도 청주시 청원구 공항로138번길 11 옥외주차장,충청북도,36.66978085,127.4853895
지하2층,경기도,37.37540539,127.1103778
실외 우측주차장,경기도,37.3827711,127.1189203
실외 우측주차장,경기도,37.3827711,127.1189203
본관7층 D구역,경기도,37.35879577,127.1197584
본관7층 D구역,경기도,37.35879577,127.1197584
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
"101동 3대, 103동 3대, 104동 1대",경기도,37.35952653,127.1206129
주차장,경기도,37.36639668,127.1268192
지하 4층,경기도,37.40203506,127.1034686
지하 4층,경기도,37.40203506,127.1034686
지하 4층,경기도,37.40203506,127.1034686
지하 4층,경기도,37.40203506,127.1034686
지하 4층,경기도,37.40203506,127.1034686
지하주차장 입구 장애인주차구역 옆,경기도,37.38992222,127.098673
주차장,경기도,37.37167445,127.1072202
주차장,경기도,37.37167445,127.1072202
주차장,경기도,37.37167445,127.1072202
주차장,경기도,37.37167445,127.1072202
주차장,경기도,37.37167445,127.1072202
지하2층,경기도,37.37540539,127.1103778
주차장,경기도,37.36078905,127.1195539
주차장,경기도,37.37605427,127.1346032
주차장,경기도,37.34928512,127.1117751
주차장,경기도,37.38853828,127.1108397
주차장,경기도,37.40612818,127.1163097
306동~307동 중앙지하주차장 B1층 왼쪽,경기도,37.36656516,127.1208003
306동~307동 중앙지하주차장 B1층 왼쪽,경기도,37.36656516,127.1208003
306동~307동 중앙지하주차장 B1층 왼쪽,경기도,37.36656516,127.1208003
306동~307동 중앙지하주차장 B1층 왼쪽,경기도,37.36656516,127.1208003
306동~307동 중앙지하주차장 B1층 왼쪽,경기도,37.36656516,127.1208003
지하3주차장 계단옆,경기도,37.36656516,127.1208003
지하3주차장 계단옆,경기도,37.36656516,127.1208003
주차장,경기도,37.38378576,127.120584
실외 우측주차장,경기도,37.3827711,127.1189203
실외 우측주차장,경기도,37.3827711,127.1189203
실외 우측주차장,경기도,37.3827711,127.1189203
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하1층 주차장,경기도,37.44215706,127.1705795
주차장,경기도,37.41649524,127.1527859
주차장,경기도,37.42828507,127.1463609
주차장,경기도,37.43320975,127.1643855
성남선텍시티 1주차장,경기도,37.43131794,127.1692668
성남선텍시티 1주차장,경기도,37.43131794,127.1692668
성남선텍시티 2주차장,경기도,37.43131794,127.1692668
성남선텍시티 2주차장,경기도,37.43131794,127.1692668
"A동 지하2층 B02, B06기둥(상대원동 513-14)",경기도,37.43127633,127.1706316
"A동 지하2층 B02, B06기둥(상대원동 513-14)",경기도,37.43127633,127.1706316
"B동 지하2층 D07, D10기둥(상대원동 513-14)",경기도,37.43127633,127.1706316
"B동 지하2층 D07, D10기둥(상대원동 513-14)",경기도,37.43127633,127.1706316
지하2층 전기실앞주차장,경기도,37.43161303,127.1745282
지하2층 전기실앞주차장,경기도,37.43161303,127.1745282
지하2층 전기실앞주차장,경기도,37.43161303,127.1745282
지하2층 기둥 B2-06(상대원동 311-3),경기도,37.4338503,127.1701674
지하2층 기둥 B2-06(상대원동 311-3),경기도,37.4338503,127.1701674
지하3층 전기실뒷편 기둥1번,경기도,37.43342024,127.1734567
지하3층 전기실뒷편 기둥1번,경기도,37.43342024,127.1734567
지하3층 전기실뒷편 기둥1번,경기도,37.43342024,127.1734567
지하3층 전기실뒷편 기둥1번,경기도,37.43342024,127.1734567
지하3층 전기실뒷편 기둥1번,경기도,37.43342024,127.1734567
지하3층 전기실뒷편 기둥1번,경기도,37.43342024,127.1734567
주차장,경기도,37.43563174,127.1744064
주차장,경기도,37.43563174,127.1744064
주차장,경기도,37.43563174,127.1744064
주차장,경기도,37.4450842,127.1624451
주차장,경기도,37.44627137,127.1640162
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
"1번게이트 지하4층 14번기둥, 1번게이트 지하4층 45번기둥, 3,4번게이트 지하4층 75번기둥",경기도,37.43533328,127.1384968
지하1층 주차장,경기도,37.43533328,127.1384968
주차장,경기도,37.44285798,127.1562974
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
지하주차장,경기도,37.43997579,127.1711486
외부주차장,경기도,37.96046789,127.3207514
헬스케어 혁신파크 B1층 B2기둥 옆,경기도,37.35422451,127.1209792
실내주차장,경기도,37.45031027,127.1457122
실내주차장,경기도,37.45031027,127.1457122
지하3층 주차장 A5~A7,경기도,37.44498429,127.139057
지하3층 주차장 A5~A7,경기도,37.44498429,127.139057
지하3층 주차장 A5~A7,경기도,37.44498429,127.139057
지하3층 주차장 A5~A7,경기도,37.44498429,127.139057
지하3층 주차장 A5~A7,경기도,37.44498429,127.139057
지하2층 주차장 B28 기둥,경기도,37.46676707,127.1421585
지하2층 주차장 B28 기둥,경기도,37.46676707,127.1421585
지하주차장,경기도,37.4653062,127.1401753
지하주차장,경기도,37.4653062,127.1401753
지하주차장,경기도,37.4653062,127.1401753
지하주차장,경기도,37.4653062,127.1401753
지하주차장,경기도,37.4653062,127.1401753
지하주차장,경기도,37.4653062,127.1401753
지하2층 주차장 B25 기둥,경기도,37.46694097,127.1414037
지하2층 주차장 B25 기둥,경기도,37.46694097,127.1414037
지하2층 주차장 B25 기둥,경기도,37.46694097,127.1414037
지하2층 주차장 B25 기둥,경기도,37.46694097,127.1414037
주차장,경기도,37.46828611,127.1495136
주차장,경기도,37.44451475,127.1304587
주차장,경기도,37.43857271,127.1390271
주차장,경기도,37.44828719,127.1280875
주차장,경기도,37.44964525,127.1556651
주차장,경기도,37.43037329,127.1744891
케비넷옆,경기도,37.37697732,127.1136182
주차장,경기도,37.44353073,127.1488541
주차장,경기도,37.44713271,127.1387084
주차장,경기도,37.44770247,127.141485
주차장,경기도,37.44534077,127.1330728
주차장,경기도,37.42884094,127.1048613
지하3층 전기실옆,경기도,37.43924737,127.1255183
주차장,경기도,37.44076399,127.1261627
지하 주차장,경기도,37.4658796,127.1271137
주차장,경기도,37.4597345,127.1272977
주차장,경기도,37.4597345,127.1272977
주차장,경기도,37.4597345,127.1272977
주차장,경기도,37.4597345,127.1272977
주차장,경기도,37.4597345,127.1272977
지하주차장,경기도,37.45490007,127.1609609
주차장,경기도,37.43731572,127.1287467
관리본관동 후면 옥외주차장,경기도,37.45635724,127.1308454
관리본관동 후면 옥외주차장,경기도,37.45635724,127.1308454
주차장,경기도,37.45221136,127.1500693
주차장,경기도,37.44304999,127.1411825
본관B2층 C3구역,경기도,37.44428591,127.1414108
본관B2층 C3구역,경기도,37.44428591,127.1414108
지하3층주차장,경기도,37.44432957,127.1440597
실내주차장,경기도,37.45031027,127.1457122
실내주차장,경기도,37.45031027,127.1457122
실내주차장,경기도,37.45031027,127.1457122
실내주차장,경기도,37.45031027,127.1457122
실내주차장,경기도,37.45031027,127.1457122
실내주차장,경기도,37.45031027,127.1457122
주차장,경기도,37.39668729,127.110662
주차장,경기도,37.39668729,127.110662
주차장,경기도,37.39668729,127.110662
별관주차타워 6층 8A구역,경기도,37.40037838,127.1020885
별관주차타워 6층 8A구역,경기도,37.40037838,127.1020885
주차장,경기도,37.40685926,127.1012298
헬스케어 혁신파크 B1층 B2기둥 옆,경기도,37.35422451,127.1209792
"충청남도 서천군 판교면 현암리 183-1, 입구 좌측",충청남도,36.15757635,126.6885243
"충청남도 서천군 판교면 현암리 183-1, 입구 좌측",충청남도,36.15757635,126.6885243
"충청남도 서천군 판교면 현암리 183-1, 입구 좌측",충청남도,36.15757635,126.6885243
충청남도 서천군 시초면 시초북로 37,충청남도,36.12158805,126.7527003
충청남도 서천군 장항읍 성화로 92,충청남도,36.01619949,126.6934596
충청남도 서천군 장항읍 성화로 92,충청남도,36.01619949,126.6934596
충청남도 서천군 장항읍 성화로 92,충청남도,36.01619949,126.6934596
충청남도 홍성군 홍성읍 소향리 397-118 (소향리 397-118),충청남도,36.60852322,126.6434805
충청남도 홍성군 광천읍 홍남로 764-42 (홍남로 764-42),충청남도,36.50762843,126.6366209
충청남도 홍성군 홍성읍 문화로 108,충청남도,36.59703143,126.6631401
충청남도 홍성군 홍성읍 문화로 108,충청남도,36.59703143,126.6631401
충청남도 홍성군 금마면 광금북로 478,충청남도,36.6121412,126.7326011
충청남도 홍성군 금마면 광금북로 478,충청남도,36.6121412,126.7326011
충청남도 홍성군 구항면 구항길 109,충청남도,36.58795387,126.6106554
충청남도 홍성군 구항면 구항길 109,충청남도,36.58795387,126.6106554
충청남도 홍성군 홍성읍 대교리 410-2,충청남도,36.60444939,126.6641741
충청남도 홍성군 홍성읍 대교리 410-2,충청남도,36.60444939,126.6641741
충청남도 홍성군 홍북읍 선화로 22,충청남도,36.65797443,126.6778621
충청남도 홍성군 홍북읍 선화로 22,충청남도,36.65797443,126.6778621
충청남도 금산군 군북면 대암길 34-30,충청남도,36.15485393,127.4975406
"충청남도 금산군 군북면 산꽃로 17, 군북면 행정복지센터",충청남도,,
"충청남도 금산군 금산읍 비호로 69, 금산읍행정복지센터",충청남도,,
"충청남도 금산군 금성면 진산로 372, 금성면사무소",충청남도,,
"충청남도 금산군 남이면 휴양림로 299, 남이면사무소",충청남도,,
"충청남도 금산군 남일면 봉황로 84, 남일면사무소",충청남도,,
"충청남도 금산군 복수면 복수로 150, 복수면사무소",충청남도,,
"충청남도 금산군 부리면 현내1길 37, 부리면주민자치센터",충청남도,,
"충청남도 금산군 제원면 제원리 153-10 제원면사무소, 제원면보건지소",충청남도,,
"충청남도 금산군 진산면 읍내로 69, 진산면행정복지센터",충청남도,,
"충청남도 금산군 추부면 서대산로 93, 추부면사무소",충청남도,,
충청남도 금산군 금산읍 무금로 2322,충청남도,36.09791321,127.5039918
주차장,경기도,37.419041,127.2474336
주차장,경기도,37.419041,127.2474336
주차장,경기도,37.419041,127.2474336
주차장,경기도,37.419041,127.2474336
주차장,경기도,37.419041,127.2474336
주차장,경기도,37.419041,127.2474336
주차장,경기도,37.40882231,127.2394902
주차장,경기도,37.41969131,127.2461005
주차장,경기도,37.447413,127.3477063
주차장,경기도,37.447413,127.3477063
주차장,경기도,37.46690586,127.3071242
충청남도 금산군 금산읍 군청길 13,충청남도,36.10888851,127.4880058
충청남도 금산군 군북면 어필각로300,충청남도,36.15382869,127.495135
주차장,경기도,37.3681388,127.1072513
주차장,경기도,37.3681388,127.1072513
주차장,경기도,37.3681388,127.1072513
국제병동 주차장 1기,경기도,37.35743374,127.100003
기아오토큐 판교점 지상주차장 장애인주차구획 옆 주차면,경기도,37.37822589,127.0999223
주차장,경기도,37.39668729,127.110662
주차장,경기도,37.35004867,127.1196768
주차장,경기도,37.37546285,127.1180643
주차장,경기도,37.36600484,127.1152679
주차장,경기도,37.3681388,127.1072513
주차장,경기도,37.3681388,127.1072513
주차장 내,서울특별시,37.481022,126.9057116
서울대정문 옆 구거부지(서울대학교 버스정류장 옆),서울특별시,37.466421,126.948761
주차장 내,서울특별시,37.488548,126.9344949
주차장 내,서울특별시,37.487336,126.9234648
주차장 내,서울특별시,37.47220843,126.923124
주차장 내,서울특별시,37.47010388,126.9292658
스마일게이트 캠퍼스 B3층 D7 기둥(6기) / B4 D1기둥(2기),경기도,37.4023478,127.1122695
스마일게이트 캠퍼스 B3층 D7 기둥(6기) / B4 D1기둥(2기),경기도,37.4023478,127.1122695
주차장,경기도,37.40396781,127.1347209
주차장,경기도,37.40421395,127.1516948
지하3층 업무용차량주차장,경기도,37.40561308,127.1002478
지하3층 업무용차량주차장,경기도,37.40561308,127.1002478
주차장,경기도,37.4036879,127.109073
주차장,경기도,37.4036879,127.109073
주차장,경기도,37.39745553,127.1100532
주차장,경기도,37.39745553,127.1100532
주차장,경기도,37.36144922,127.1115403
지하1층 주차장,경기도,37.37637625,127.1127682
지하1층 주차장,경기도,37.37637625,127.1127682
지하1층 주차장,경기도,37.37637625,127.1127682
본관B3층,경기도,37.409684,127.2612207
주차장 1층 안쪽,경기도,37.40941555,127.2590148
1층 화장실 옆,경기도,37.40879746,127.2576939
주차장,경기도,37.410857,127.2572906
주차장,경기도,37.342119,127.339252
주차장,경기도,37.37848997,127.4363385
공학관/대학본부/새천년관,경기도,37.32807999,127.4014405
충청남도 서천군 장항읍 장산로101번길 75 (송림리 국립해양생물자원관),충청남도,36.01724346,126.6698224
충청남도 서천군 마서면 금강로 1210 (송내리 국립생태원),충청남도,36.03697123,126.7201118
충청남도 서천군 마서면 금강로 1210 (송내리 국립생태원),충청남도,36.03697123,126.7201118
충청남도 서천군 마서면 금강로 1210 (송내리 국립생태원),충청남도,36.03697123,126.7201118
"충청남도 서천군 장항읍 장항로 208 (창선1리, 장항읍사무소)",충청남도,36.01047414,126.7002925
"충청남도 서천군 비인면 비인로 194-1 (성내리, 비인면사무소)",충청남도,36.1421097,126.6013683
"충청남도 서천군 종천면 종천화산길 29 (화산리, 종천면사무소)",충청남도,36.097478,126.6700689
"충청남도 서천군 서천읍 서천로 92 (군사리, 서천읍사무소) 정문우측 화단",충청남도,36.07783753,126.6898811
충청남도 서천군 마서면 송내리 758  정문 관리사무소 옆 주차장,충청남도,36.02733571,126.7207514
